Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,1,6,6,1232,1230,1404,1415,WN,1109,N421,92,105,83,-11,2,JAX,BWI,663,2,7,0,,0,0,0,0,0,0
2007,1,6,6,1940,1920,2120,2105,WN,1211,N630WN,100,105,85,15,20,JAX,BWI,663,5,10,0,,0,0,0,0,0,15
2007,1,6,6,1300,1300,1405,1415,WN,249,N696SW,65,75,52,-10,0,JAX,FLL,318,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1849,1850,2000,2000,WN,772,N780,71,70,58,0,-1,JAX,FLL,318,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1520,1520,1629,1630,WN,1979,N227,69,70,55,-1,0,JAX,FLL,318,3,11,0,,0,0,0,0,0,0
2007,1,6,6,939,945,1043,1055,WN,2377,N303SW,64,70,51,-12,-6,JAX,FLL,318,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1225,1215,1339,1350,WN,2455,N693SW,134,155,120,-11,10,JAX,HOU,816,3,11,0,,0,0,0,0,0,0
2007,1,6,6,804,805,957,1010,WN,804,N396SW,113,125,98,-13,-1,JAX,IND,688,6,9,0,,0,0,0,0,0,0
2007,1,6,6,1821,1820,1952,1945,WN,591,N670SW,91,85,72,7,1,JAX,ORF,543,4,15,0,,0,0,0,0,0,0
2007,1,6,6,831,835,1005,1000,WN,860,N621SW,94,85,79,5,-4,JAX,ORF,543,3,12,0,,0,0,0,0,0,0
2007,1,6,6,1253,1250,1455,1500,WN,2776,N432,122,130,111,-5,3,JAX,PHL,742,3,8,0,,0,0,0,0,0,0
2007,1,6,6,902,910,949,1005,WN,1151,N469,47,55,34,-16,-8,JAX,TPA,180,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1333,1335,1421,1425,WN,1916,N521,48,50,37,-4,-2,JAX,TPA,180,4,7,0,,0,0,0,0,0,0
2007,1,6,6,1424,1405,1643,1635,WN,287,N648SW,79,90,63,8,19,LAS,ABQ,487,4,12,0,,0,0,0,0,0,0
2007,1,6,6,935,930,1201,1155,WN,357,N672SW,86,85,68,6,5,LAS,ABQ,487,3,15,0,,0,0,0,0,0,0
2007,1,6,6,1829,1810,2052,2035,WN,415,N459,83,85,65,17,19,LAS,ABQ,487,4,14,0,,0,11,0,0,0,6
2007,1,6,6,1114,1115,1351,1340,WN,1639,N512,97,85,64,11,-1,LAS,ABQ,487,4,29,0,,0,0,0,0,0,0
2007,1,6,6,1617,1600,2330,2335,WN,2877,N404,253,275,231,-5,17,LAS,ALB,2237,5,17,0,,0,0,0,0,0,0
2007,1,6,6,1304,1255,1654,1650,WN,2364,N644SW,110,115,99,4,9,LAS,AMA,758,4,7,0,,0,0,0,0,0,0
2007,1,6,6,1136,1135,1607,1615,WN,285,N777,151,160,132,-8,1,LAS,AUS,1090,3,16,0,,0,0,0,0,0,0
2007,1,6,6,1804,1705,2233,2140,WN,2534,N254,149,155,129,53,59,LAS,AUS,1090,5,15,0,,0,6,0,0,0,47
2007,1,6,6,803,805,1233,1245,WN,2619,N676SW,150,160,136,-12,-2,LAS,AUS,1090,4,10,0,,0,0,0,0,0,0
2007,1,6,6,1035,1035,1754,1820,WN,2789,N747,259,285,236,-26,0,LAS,BDL,2298,7,16,0,,0,0,0,0,0,0
2007,1,6,6,1023,1015,1536,1545,WN,772,N780,193,210,182,-9,8,LAS,BHM,1618,3,8,0,,0,0,0,0,0,0
2007,1,6,6,1207,1210,1730,1740,WN,1042,N782,203,210,175,-10,-3,LAS,BNA,1588,6,22,0,,0,0,0,0,0,0
2007,1,6,6,923,925,1432,1455,WN,1107,N465,189,210,175,-23,-2,LAS,BNA,1588,4,10,0,,0,0,0,0,0,0
2007,1,6,6,1800,1720,2304,2250,WN,2766,N709SW,184,210,169,14,40,LAS,BNA,1588,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1803,1805,2052,2055,WN,1846,N305SW,109,110,94,-3,-2,LAS,BOI,520,4,11,0,,0,0,0,0,0,0
2007,1,6,6,918,905,1213,1155,WN,2180,N395SW,115,110,100,18,13,LAS,BOI,520,4,11,0,,0,13,0,5,0,0
2007,1,6,6,1747,1740,41,50,WN,1096,N221,234,250,216,-9,7,LAS,BUF,1987,4,14,0,,0,0,0,0,0,0
2007,1,6,6,1650,1630,1746,1735,WN,292,N793,56,65,46,11,20,LAS,BUR,223,1,9,0,,0,0,0,0,0,0
2007,1,6,6,1345,1340,1443,1445,WN,345,N363,58,65,44,-2,5,LAS,BUR,223,1,13,0,,0,0,0,0,0,0
2007,1,6,6,2015,2000,2111,2105,WN,475,N673,56,65,42,6,15,LAS,BUR,223,4,10,0,,0,0,0,0,0,0
2007,1,6,6,1118,1050,1210,1150,WN,815,N237,52,60,40,20,28,LAS,BUR,223,2,10,0,,0,0,0,1,0,19
2007,1,6,6,1519,1500,1614,1605,WN,1176,N602SW,55,65,44,9,19,LAS,BUR,223,2,9,0,,0,0,0,0,0,0
2007,1,6,6,809,810,905,910,WN,1661,N394SW,56,60,42,-5,-1,LAS,BUR,223,2,12,0,,0,0,0,0,0,0
2007,1,6,6,1226,1225,1333,1330,WN,1953,N502,67,65,40,3,1,LAS,BUR,223,2,25,0,,0,0,0,0,0,0
2007,1,6,6,926,930,1015,1035,WN,1995,N502,49,65,39,-20,-4,LAS,BUR,223,2,8,0,,0,0,0,0,0,0
2007,1,6,6,1938,1815,2032,1915,WN,2268,N742,54,60,41,77,83,LAS,BUR,223,2,11,0,,0,10,0,0,0,67
2007,1,6,6,1210,1210,1930,1940,WN,1812,N701GS,260,270,232,-10,0,LAS,BWI,2106,3,25,0,,0,0,0,0,0,0
2007,1,6,6,849,850,1600,1620,WN,2539,N220,251,270,229,-20,-1,LAS,BWI,2106,6,16,0,,0,0,0,0,0,0
2007,1,6,6,1806,1725,59,45,WN,2583,N497,233,260,220,14,41,LAS,BWI,2106,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1447,1410,2133,2105,WN,716,N394SW,226,235,207,28,37,LAS,CLE,1825,5,14,0,,0,0,0,11,0,17
2007,1,6,6,912,910,1535,1600,WN,735,N424,203,230,192,-25,2,LAS,CMH,1772,3,8,0,,0,0,0,0,0,0
2007,1,6,6,1738,1705,2358,2350,WN,1720,N785,200,225,186,8,33,LAS,CMH,1772,2,12,0,,0,0,0,0,0,0
2007,1,6,6,1752,1750,2040,2040,WN,492,N372,108,110,90,0,2,LAS,DEN,629,7,11,0,,0,0,0,0,0,0
2007,1,6,6,1126,1105,1412,1355,WN,1156,N239,106,110,88,17,21,LAS,DEN,629,7,11,0,,0,12,0,0,0,5
2007,1,6,6,1945,1850,2237,2140,WN,1670,N631SW,112,110,95,57,55,LAS,DEN,629,7,10,0,,0,55,0,2,0,0
2007,1,6,6,1637,1625,1926,1915,WN,1862,N686SW,109,110,86,11,12,LAS,DEN,629,6,17,0,,0,0,0,0,0,0
2007,1,6,6,1322,1320,1618,1610,WN,2581,N305SW,116,110,102,8,2,LAS,DEN,629,5,9,0,,0,0,0,0,0,0
2007,1,6,6,833,835,1124,1125,WN,2984,N365,111,110,93,-1,-2,LAS,DEN,629,9,9,0,,0,0,0,0,0,0
2007,1,6,6,937,930,1209,1210,WN,37,N498,92,100,72,-1,7,LAS,ELP,584,4,16,0,,0,0,0,0,0,0
2007,1,6,6,1754,1745,2025,2020,WN,1813,N496,91,95,74,5,9,LAS,ELP,584,3,14,0,,0,0,0,0,0,0
2007,1,6,6,1000,940,1243,1210,WN,1498,N607SW,163,150,147,33,20,LAS,GEG,806,3,13,0,,0,0,0,13,4,16
2007,1,6,6,1903,1900,2133,2125,WN,1545,N766,150,145,136,8,3,LAS,GEG,806,4,10,0,,0,0,0,0,0,0
2007,1,6,6,851,825,1343,1325,WN,109,N319,172,180,154,18,26,LAS,HOU,1235,3,15,0,,0,7,0,0,0,11
2007,1,6,6,1206,1155,1651,1655,WN,508,N316SW,165,180,147,-4,11,LAS,HOU,1235,2,16,0,,0,0,0,0,0,0
2007,1,6,6,1544,1535,2015,2025,WN,1258,N441,151,170,140,-10,9,LAS,HOU,1235,3,8,0,,0,0,0,0,0,0
2007,1,6,6,1548,1545,2244,2310,WN,2971,N461,236,265,221,-26,3,LAS,IAD,2066,6,9,0,,0,0,0,0,0,0
2007,1,6,6,1028,1020,1643,1655,WN,2219,N225,195,215,177,-12,8,LAS,IND,1591,6,12,0,,0,0,0,0,0,0
2007,1,6,6,1538,1530,2202,2210,WN,2328,N352,204,220,184,-8,8,LAS,IND,1591,8,12,0,,0,0,0,0,0,0
2007,1,6,6,1453,1455,2235,2245,WN,741,N738,282,290,269,-10,-2,LAS,ISP,2283,4,9,0,,0,0,0,0,0,0
2007,1,6,6,907,910,1632,1700,WN,1470,N781,265,290,252,-28,-3,LAS,ISP,2283,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1328,1325,1426,1435,WN,384,N246,58,70,44,-9,3,LAS,LAX,236,5,9,0,,0,0,0,0,0,0
2007,1,6,6,2118,2035,2216,2140,WN,581,N499,58,65,41,36,43,LAS,LAX,236,8,9,0,,0,0,0,10,0,26
2007,1,6,6,1747,1705,1846,1810,WN,699,N374SW,59,65,43,36,42,LAS,LAX,236,7,9,0,,0,15,0,0,0,21
2007,1,6,6,1841,1835,1941,1940,WN,743,N367,60,65,40,1,6,LAS,LAX,236,6,14,0,,0,0,0,0,0,0
2007,1,6,6,649,650,746,750,WN,978,N607SW,57,60,40,-4,-1,LAS,LAX,236,5,12,0,,0,0,0,0,0,0
2007,1,6,6,1544,1525,1649,1630,WN,982,N358,65,65,40,19,19,LAS,LAX,236,7,18,0,,0,10,0,0,0,9
2007,1,6,6,NA,830,NA,935,WN,1072,0,NA,65,NA,NA,NA,LAS,LAX,236,0,0,1,B,0,0,0,0,0,0
2007,1,6,6,1431,1400,1526,1505,WN,1073,N619SW,55,65,39,21,31,LAS,LAX,236,4,12,0,,0,9,0,0,0,12
2007,1,6,6,1432,1430,1538,1535,WN,1124,N340,66,65,40,3,2,LAS,LAX,236,7,19,0,,0,0,0,0,0,0
2007,1,6,6,1007,1010,1106,1120,WN,1377,N333,59,70,39,-14,-3,LAS,LAX,236,6,14,0,,0,0,0,0,0,0
2007,1,6,6,1230,1230,1334,1335,WN,2303,N667SW,64,65,39,-1,0,LAS,LAX,236,6,19,0,,0,0,0,0,0,0
2007,1,6,6,1000,940,1351,1335,WN,187,N524,111,115,96,16,20,LAS,LBB,775,4,11,0,,0,11,0,0,0,5
2007,1,6,6,918,915,1408,1415,WN,396,N689SW,170,180,154,-7,3,LAS,LIT,1295,2,14,0,,0,0,0,0,0,0
2007,1,6,6,1130,1110,1525,1510,WN,43,N506,115,120,100,15,20,LAS,MAF,796,3,12,0,,0,0,0,12,0,3
2007,1,6,6,1042,1035,1528,1520,WN,924,N343,166,165,145,8,7,LAS,MCI,1140,3,18,0,,0,0,0,0,0,0
2007,1,6,6,1829,1830,2312,2315,WN,1011,N607SW,163,165,142,-3,-1,LAS,MCI,1140,5,16,0,,0,0,0,0,0,0
2007,1,6,6,1317,1315,1744,1805,WN,1123,N489,147,170,134,-21,2,LAS,MCI,1140,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1625,1630,2116,2120,WN,1622,N335,171,170,146,-4,-5,LAS,MCI,1140,3,22,0,,0,0,0,0,0,0
2007,1,6,6,822,820,1530,1540,WN,476,N766,248,260,233,-10,2,LAS,MCO,2039,7,8,0,,0,0,0,0,0,0
2007,1,6,6,740,740,1248,1310,WN,304,N233,188,210,171,-22,0,LAS,MDW,1521,5,12,0,,0,0,0,0,0,0
2007,1,6,6,1200,1150,1709,1720,WN,532,N435,189,210,171,-11,10,LAS,MDW,1521,5,13,0,,0,0,0,0,0,0
2007,1,6,6,1334,1325,1845,1900,WN,851,N245,191,215,176,-15,9,LAS,MDW,1521,6,9,0,,0,0,0,0,0,0
2007,1,6,6,1533,1520,2048,2050,WN,1405,N792,195,210,170,-2,13,LAS,MDW,1521,15,10,0,,0,0,0,0,0,0
2007,1,6,6,1621,1600,2136,2130,WN,1461,N495,195,210,172,6,21,LAS,MDW,1521,4,19,0,,0,0,0,0,0,0
2007,1,6,6,1703,1700,2203,2225,WN,1988,N743,180,205,167,-22,3,LAS,MDW,1521,4,9,0,,0,0,0,0,0,0
2007,1,6,6,845,845,1346,1415,WN,2101,N798,181,210,169,-29,0,LAS,MDW,1521,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1916,1845,22,5,WN,2184,N771,186,200,166,17,31,LAS,MDW,1521,8,12,0,,0,14,0,0,0,3
2007,1,6,6,1026,1020,1538,1550,WN,2425,N258,192,210,175,-12,6,LAS,MDW,1521,4,13,0,,0,0,0,0,0,0
2007,1,6,6,1509,1430,2225,2220,WN,159,N436,256,290,241,5,39,LAS,MHT,2356,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1922,1850,24,10,WN,355,N418,182,200,169,14,32,LAS,MSY,1501,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1432,1400,1559,1530,WN,113,N625SW,87,90,72,29,32,LAS,OAK,407,4,11,0,,0,18,0,0,0,11
2007,1,6,6,1502,1500,1627,1635,WN,399,N202,85,95,70,-8,2,LAS,OAK,407,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1832,1755,1957,1925,WN,550,N772,85,90,66,32,37,LAS,OAK,407,5,14,0,,0,16,0,0,0,16
2007,1,6,6,2120,2120,2242,2250,WN,596,N635SW,82,90,66,-8,0,LAS,OAK,407,6,10,0,,0,0,0,0,0,0
2007,1,6,6,1202,1205,1329,1345,WN,616,N725,87,100,68,-16,-3,LAS,OAK,407,4,15,0,,0,0,0,0,0,0
2007,1,6,6,1936,1925,2050,2055,WN,641,N481,74,90,62,-5,11,LAS,OAK,407,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1307,1300,1427,1435,WN,711,N698SW,80,95,69,-8,7,LAS,OAK,407,4,7,0,,0,0,0,0,0,0
2007,1,6,6,750,750,915,920,WN,1757,N667SW,85,90,68,-5,0,LAS,OAK,407,7,10,0,,0,0,0,0,0,0
2007,1,6,6,1027,1030,1155,1200,WN,2035,N384SW,88,90,70,-5,-3,LAS,OAK,407,4,14,0,,0,0,0,0,0,0
2007,1,6,6,1623,1625,1756,1755,WN,2286,N774,93,90,66,1,-2,LAS,OAK,407,4,23,0,,0,0,0,0,0,0
2007,1,6,6,938,935,1356,1350,WN,2001,N352,138,135,118,6,3,LAS,OKC,987,3,17,0,,0,0,0,0,0,0
2007,1,6,6,1937,1930,2353,10,WN,240,N763,136,160,125,-17,7,LAS,OMA,1099,2,9,0,,0,0,0,0,0,0
2007,1,6,6,738,740,1206,1215,WN,445,N675,148,155,136,-9,-2,LAS,OMA,1099,2,10,0,,0,0,0,0,0,0
2007,1,6,6,1423,1410,1856,1850,WN,2948,N371,153,160,139,6,13,LAS,OMA,1099,2,12,0,,0,0,0,0,0,0
2007,1,6,6,1753,1745,1843,1845,WN,329,N680,50,60,32,-2,8,LAS,ONT,197,5,13,0,,0,0,0,0,0,0
2007,1,6,6,1415,1400,1459,1455,WN,509,N430,44,55,32,4,15,LAS,ONT,197,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1131,1120,1225,1220,WN,642,N648SW,54,60,32,5,11,LAS,ONT,197,4,18,0,,0,0,0,0,0,0
2007,1,6,6,1556,1530,1643,1625,WN,1098,N607SW,47,55,32,18,26,LAS,ONT,197,4,11,0,,0,18,0,0,0,0
2007,1,6,6,1843,1830,1935,1925,WN,1320,N757,52,55,32,10,13,LAS,ONT,197,4,16,0,,0,0,0,0,0,0
2007,1,6,6,1331,1325,1419,1420,WN,1518,N413,48,55,33,-1,6,LAS,ONT,197,4,11,0,,0,0,0,0,0,0
2007,1,6,6,936,925,1027,1020,WN,1789,N664WN,51,55,33,7,11,LAS,ONT,197,4,14,0,,0,0,0,0,0,0
2007,1,6,6,804,805,852,855,WN,2596,N757,48,50,31,-3,-1,LAS,ONT,197,4,13,0,,0,0,0,0,0,0
2007,1,6,6,1727,1610,33,2335,WN,933,N256,246,265,230,58,77,LAS,ORF,2155,5,11,0,,0,32,0,0,0,26
2007,1,6,6,1336,1330,1551,1550,WN,2232,N727SW,135,140,125,1,6,LAS,PDX,762,2,8,0,,0,0,0,0,0,0
2007,1,6,6,2035,2040,2254,2300,WN,2926,N202,139,140,127,-6,-5,LAS,PDX,762,4,8,0,,0,0,0,0,0,0
2007,1,6,6,758,800,1028,1020,WN,2963,N522,150,140,135,8,-2,LAS,PDX,762,3,12,0,,0,0,0,0,0,0
2007,1,6,6,1721,1650,26,50,WN,1398,N242,245,300,232,-24,31,LAS,PHL,2176,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1217,1220,1431,1430,WN,383,N452,74,70,46,1,-3,LAS,PHX,256,6,22,0,,0,0,0,0,0,0
2007,1,6,6,1608,1600,1817,1805,WN,689,N259,69,65,45,12,8,LAS,PHX,256,5,19,0,,0,0,0,0,0,0
2007,1,6,6,1900,1900,2059,2105,WN,1027,N456,59,65,42,-6,0,LAS,PHX,256,6,11,0,,0,0,0,0,0,0
2007,1,6,6,1255,1255,1457,1505,WN,1296,N390SW,62,70,43,-8,0,LAS,PHX,256,6,13,0,,0,0,0,0,0,0
2007,1,6,6,709,710,913,915,WN,1342,N646SW,64,65,48,-2,-1,LAS,PHX,256,6,10,0,,0,0,0,0,0,0
2007,1,6,6,2026,2000,2225,2200,WN,1522,N271,59,60,44,25,26,LAS,PHX,256,5,10,0,,0,12,0,0,0,13
2007,1,6,6,1819,1800,2020,2010,WN,1653,N306SW,61,70,43,10,19,LAS,PHX,256,6,12,0,,0,0,0,0,0,0
2007,1,6,6,849,850,1052,1055,WN,2222,N704SW,63,65,45,-3,-1,LAS,PHX,256,5,13,0,,0,0,0,0,0,0
2007,1,6,6,1512,1510,1712,1715,WN,2288,N325,60,65,45,-3,2,LAS,PHX,256,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1657,1700,1858,1910,WN,2445,N609SW,61,70,47,-12,-3,LAS,PHX,256,5,9,0,,0,0,0,0,0,0
2007,1,6,6,2038,2035,2230,2235,WN,2566,N476,52,60,42,-5,3,LAS,PHX,256,2,8,0,,0,0,0,0,0,0
2007,1,6,6,944,940,1156,1150,WN,2597,N467,72,70,48,6,4,LAS,PHX,256,8,16,0,,0,0,0,0,0,0
2007,1,6,6,1444,1435,1645,1645,WN,2670,N314SW,61,70,46,0,9,LAS,PHX,256,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1122,1120,1326,1330,WN,2750,N770,64,70,47,-4,2,LAS,PHX,256,5,12,0,,0,0,0,0,0,0
2007,1,6,6,1354,1335,1553,1545,WN,2752,N387SW,59,70,44,8,19,LAS,PHX,256,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1035,1035,1722,1745,WN,803,N795,227,250,205,-23,0,LAS,PIT,1910,3,19,0,,0,0,0,0,0,0
2007,1,6,6,1429,1430,2108,2135,WN,1890,N717SA,219,245,202,-27,-1,LAS,PIT,1910,5,12,0,,0,0,0,0,0,0
2007,1,6,6,1554,1550,2314,2345,WN,1729,N703SW,260,295,246,-31,4,LAS,PVD,2363,2,12,0,,0,0,0,0,0,0
2007,1,6,6,1037,1040,1749,1800,WN,2726,N250,252,260,227,-11,-3,LAS,RDU,2027,4,21,0,,0,0,0,0,0,0
2007,1,6,6,2038,2005,2150,2120,WN,542,N457,72,75,59,30,33,LAS,RNO,345,4,9,0,,0,18,0,0,0,12
2007,1,6,6,2105,2105,2223,2220,WN,811,N617SW,78,75,63,3,0,LAS,RNO,345,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1703,1705,1816,1825,WN,855,N396SW,73,80,61,-9,-2,LAS,RNO,345,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1007,955,1124,1115,WN,1039,N403,77,80,62,9,12,LAS,RNO,345,4,11,0,,0,0,0,0,0,0
2007,1,6,6,844,845,957,1000,WN,1198,N701GS,73,75,61,-3,-1,LAS,RNO,345,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1137,1125,1254,1250,WN,1496,N484,77,85,60,4,12,LAS,RNO,345,4,13,0,,0,0,0,0,0,0
2007,1,6,6,2104,2035,2217,2150,WN,1969,N304SW,73,75,59,27,29,LAS,RNO,345,4,10,0,,0,0,0,0,0,27
2007,1,6,6,1836,1830,1957,1945,WN,1999,N424,81,75,60,12,6,LAS,RNO,345,4,17,0,,0,0,0,0,0,0
2007,1,6,6,1613,1610,1733,1735,WN,2474,N228,80,85,58,-2,3,LAS,RNO,345,5,17,0,,0,0,0,0,0,0
2007,1,6,6,1308,1300,1424,1420,WN,2504,N763,76,80,61,4,8,LAS,RNO,345,4,11,0,,0,0,0,0,0,0
2007,1,6,6,2144,2145,2240,2245,WN,221,N435,56,60,42,-5,-1,LAS,SAN,258,3,11,0,,0,0,0,0,0,0
2007,1,6,6,1750,1735,1844,1835,WN,501,N736,54,60,43,9,15,LAS,SAN,258,2,9,0,,0,0,0,0,0,0
2007,1,6,6,1306,1305,1356,1410,WN,643,N458,50,65,41,-14,1,LAS,SAN,258,1,8,0,,0,0,0,0,0,0
2007,1,6,6,1642,1620,1741,1730,WN,1116,N763,59,70,41,11,22,LAS,SAN,258,3,15,0,,0,0,0,0,0,0
2007,1,6,6,1014,1015,1113,1120,WN,1214,N305SW,59,65,45,-7,-1,LAS,SAN,258,3,11,0,,0,0,0,0,0,0
2007,1,6,6,806,805,901,905,WN,1480,N489,55,60,39,-4,1,LAS,SAN,258,3,13,0,,0,0,0,0,0,0
2007,1,6,6,731,735,826,835,WN,1569,N339,55,60,40,-9,-4,LAS,SAN,258,2,13,0,,0,0,0,0,0,0
2007,1,6,6,1405,1355,1455,1500,WN,1976,N743,50,65,41,-5,10,LAS,SAN,258,2,7,0,,0,0,0,0,0,0
2007,1,6,6,1943,1935,2034,2035,WN,2067,N691WN,51,60,41,-1,8,LAS,SAN,258,2,8,0,,0,0,0,0,0,0
2007,1,6,6,1133,1120,1230,1225,WN,2404,N210,57,65,42,5,13,LAS,SAN,258,2,13,0,,0,0,0,0,0,0
2007,1,6,6,1522,1525,1611,1630,WN,2466,N482,49,65,40,-19,-3,LAS,SAN,258,2,7,0,,0,0,0,0,0,0
2007,1,6,6,1744,1725,2155,2200,WN,77,N224,131,155,121,-5,19,LAS,SAT,1069,2,8,0,,0,0,0,0,0,0
2007,1,6,6,920,920,1342,1355,WN,663,N213,142,155,129,-13,0,LAS,SAT,1069,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1200,1150,1625,1625,WN,2925,N739,145,155,129,0,10,LAS,SAT,1069,3,13,0,,0,0,0,0,0,0
2007,1,6,6,1849,1815,55,55,WN,2771,N453,186,220,173,0,34,LAS,SDF,1624,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1437,1430,1723,1715,WN,1997,N635SW,166,165,149,8,7,LAS,SEA,866,6,11,0,,0,0,0,0,0,0
2007,1,6,6,1103,1050,1350,1330,WN,2873,N453,167,160,145,20,13,LAS,SEA,866,4,18,0,,0,12,0,7,0,1
2007,1,6,6,920,920,1037,1040,WN,582,N612SW,77,80,64,-3,0,LAS,SJC,386,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1420,1355,1526,1520,WN,985,N488,66,85,57,6,25,LAS,SJC,386,2,7,0,,0,0,0,0,0,0
2007,1,6,6,1127,1055,1245,1220,WN,1931,N474,78,85,65,25,32,LAS,SJC,386,2,11,0,,0,3,0,0,0,22
2007,1,6,6,1843,1845,1959,2005,WN,2461,N399WN,76,80,62,-6,-2,LAS,SJC,386,3,11,0,,0,0,0,0,0,0
2007,1,6,6,1649,1635,1805,1805,WN,2705,N601WN,76,90,64,0,14,LAS,SJC,386,2,10,0,,0,0,0,0,0,0
2007,1,6,6,1031,1030,1258,1250,WN,283,N217,87,80,71,8,1,LAS,SLC,368,2,14,0,,0,0,0,0,0,0
2007,1,6,6,1606,1600,1822,1820,WN,530,N691WN,76,80,64,2,6,LAS,SLC,368,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1953,1925,2214,2145,WN,551,N793,81,80,67,29,28,LAS,SLC,368,3,11,0,,0,5,0,1,0,23
2007,1,6,6,827,820,1054,1040,WN,1618,N485,87,80,72,14,7,LAS,SLC,368,5,10,0,,0,0,0,0,0,0
2007,1,6,6,1332,1330,1555,1550,WN,1922,N491,83,80,70,5,2,LAS,SLC,368,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1212,1210,1348,1340,WN,690,N617SW,96,90,69,8,2,LAS,SMF,397,6,21,0,,0,0,0,0,0,0
2007,1,6,6,2007,1955,2120,2120,WN,753,N426,73,85,62,0,12,LAS,SMF,397,3,8,0,,0,0,0,0,0,0
2007,1,6,6,945,945,1111,1115,WN,764,N286,86,90,69,-4,0,LAS,SMF,397,3,14,0,,0,0,0,0,0,0
2007,1,6,6,1911,1855,2032,2025,WN,1149,N244,81,90,66,7,16,LAS,SMF,397,4,11,0,,0,0,0,0,0,0
2007,1,6,6,1740,1525,1901,1655,WN,1372,N664WN,81,90,67,126,135,LAS,SMF,397,3,11,0,,0,23,0,0,0,103
2007,1,6,6,934,925,1033,1030,WN,308,N422,59,65,45,3,9,LAS,SNA,226,2,12,0,,0,0,0,0,0,0
2007,1,6,6,1310,1310,1403,1415,WN,391,N212,53,65,39,-12,0,LAS,SNA,226,4,10,0,,0,0,0,0,0,0
2007,1,6,6,630,635,724,740,WN,489,N759,54,65,42,-16,-5,LAS,SNA,226,3,9,0,,0,0,0,0,0,0
2007,1,6,6,2109,2115,2156,2215,WN,898,N787,47,60,36,-19,-6,LAS,SNA,226,4,7,0,,0,0,0,0,0,0
2007,1,6,6,1851,1810,1944,1910,WN,1112,N716SW,53,60,37,34,41,LAS,SNA,226,4,12,0,,0,11,0,0,0,23
2007,1,6,6,1211,1215,1709,1725,WN,2410,N243,178,190,154,-16,-4,LAS,STL,1372,3,21,0,,0,0,0,0,0,0
2007,1,6,6,1953,1945,34,50,WN,2782,N212,161,185,148,-16,8,LAS,STL,1372,3,10,0,,0,0,0,0,0,0
2007,1,6,6,1701,1630,2357,2340,WN,1038,N246,236,250,223,17,31,LAS,TPA,1984,4,9,0,,0,11,0,0,0,6
2007,1,6,6,1556,1540,2012,2010,WN,354,N248,136,150,123,2,16,LAS,TUL,1076,4,9,0,,0,0,0,0,0,0
2007,1,6,6,1953,1935,2204,2145,WN,736,N657SW,71,70,53,19,18,LAS,TUS,365,4,14,0,,0,5,0,1,0,13
2007,1,6,6,1713,1640,1913,1855,WN,1071,N426,60,75,49,18,33,LAS,TUS,365,2,9,0,,0,6,0,0,0,12
2007,1,6,6,2208,2135,11,2345,WN,1170,N772,63,70,50,26,33,LAS,TUS,365,4,9,0,,0,5,0,0,0,21
2007,1,6,6,1312,1240,1518,1455,WN,1245,N495,66,75,50,23,32,LAS,TUS,365,4,12,0,,0,8,0,0,0,15
2007,1,6,6,1103,1100,1316,1320,WN,1668,N717SA,73,80,52,-4,3,LAS,TUS,365,4,17,0,,0,0,0,0,0,0
2007,1,6,6,1716,1640,1956,1930,WN,227,N698SW,100,110,92,26,36,LAX,ABQ,677,3,5,0,,0,0,0,0,0,26
2007,1,6,6,1952,1955,2234,2240,WN,265,N602SW,102,105,90,-6,-3,LAX,ABQ,677,4,8,0,,0,0,0,0,0,0
2007,1,6,6,1312,1300,1547,1550,WN,521,N209,95,110,84,-3,12,LAX,ABQ,677,4,7,0,,0,0,0,0,0,0
